timestamp,open,high,low,close,adj close,volume,dividends,stock splits,symbol,adj_open,adj_high,adj_low,adj_close,adj_volume,valid_price_relationship,valid_volume,price_change_pct,is_outlier,is_duplicate,time_diff,has_gap,is_valid
2016-01-25 05:00:00+00:00,25.3799991607666,25.38249969482422,24.802499771118164,24.860000610351562,22.42063331604004,207178000,0.0,0.0,AAPL,22.88960743259229,22.891862603783906,22.368774699782414,22.42063331604004,207178000,True,True,0.020488517242304452,False,False,,False,True
2016-01-26 05:00:00+00:00,24.982500076293945,25.219999313354492,24.517499923706055,24.997499465942383,22.54463768005371,300308000,0.0,0.0,AAPL,22.53111009480437,22.745304888812232,22.111737750160597,22.54463768005371,300308000,True,True,0.0006003958612080829,False,False,1 days 00:00:00,False,True
2016-01-27 05:00:00+00:00,24.010000228881836,24.157499313354492,23.334999084472656,23.354999542236328,21.06330680847168,533478800,0.0,0.0,AAPL,21.654036018190727,21.78706185981396,21.045268881413524,21.06330680847168,533478800,True,True,0.027280328213308464,False,False,1 days 00:00:00,False,True
2016-01-28 05:00:00+00:00,23.447500228881836,23.6299991607666,23.09749984741211,23.522499084472656,21.214370727539062,222715200,0.0,0.0,AAPL,21.1467310808786,21.31132243592467,20.83107423588885,21.214370727539062,222715200,True,True,0.003198586410437018,False,False,1 days 00:00:00,False,True
2016-01-29 05:00:00+00:00,23.697500228881836,24.334999084472656,23.587499618530273,24.334999084472656,21.947145462036133,257666000,0.0,0.0,AAPL,21.37220070584501,21.947145462036133,21.27299382328388,21.947145462036133,257666000,True,True,0.02690152334354047,False,False,1 days 00:00:00,False,True
2016-02-01 05:00:00+00:00,24.11750030517578,24.177499771118164,23.850000381469727,24.107500076293945,21.74197006225586,163774000,0.0,0.0,AAPL,21.75098902632416,21.80510109054244,21.509737328119584,21.74197006225586,163774000,True,True,0.0004146461596473918,False,False,3 days 00:00:00,True,True
2016-02-02 05:00:00+00:00,23.854999542236328,24.010000228881836,23.56999969482422,23.6200008392334,21.30230712890625,149428800,0.0,0.0,AAPL,21.51424677193742,21.654038140049035,21.257212306842064,21.30230712890625,149428800,True,True,0.00985113005711252,False,False,1 days 00:00:00,False,True
2016-02-03 05:00:00+00:00,23.75,24.209999084472656,23.520000457763672,24.087499618530273,21.723934173583984,183857200,0.0,0.0,AAPL,21.419551418517074,21.834413483457404,21.21212038604691,21.723934173583984,183857200,True,True,0.01421051025390625,False,False,1 days 00:00:00,False,True
2016-02-04 05:00:00+00:00,23.96500015258789,24.332500457763672,23.797500610351562,24.149999618530273,21.898487091064453,185886800,0.13,0.0,AAPL,21.730735187098187,22.063973316124038,21.57885168310811,21.898487091064453,185886800,True,True,0.007719568736259967,False,False,1 days 00:00:00,False,True
2016-02-05 05:00:00+00:00,24.1299991607666,24.229999542236328,23.422500610351562,23.5049991607666,21.313617706298828,185672400,0.0,0.0,AAPL,21.880348680221665,21.971025981954458,21.238810532180526,21.313617706298828,185672400,True,True,0.025901368493049876,False,False,1 days 00:00:00,False,True
